Currency,Units per USD,USD per unit,Date
PEN,3.734,0.268,2023-11-30
EUR,0.919,1.088,2023-12-01
GBP,0.788,1.268,2023-12-01
INR,83.273,0.012,2023-12-01
AUD,1.501,0.666,2023-12-01
CAD,1.349,0.741,2023-12-01
SGD,1.334,0.749,2023-12-01
CHF,0.87,1.149,2023-12-01
CNY,7.103,0.141,2023-12-01
NZD,1.614,0.62,2023-12-01
HKD,7.815,0.128,2023-12-01
MXN,17.208,0.058,2023-12-01
PHP,55.38,0.018,2023-12-01
PLN,3.975,0.252,2023-12-01
PEN,3.736,0.268,2023-12-01
EUR,0.919,1.088,2023-12-02
GBP,0.787,1.271,2023-12-02
INR,83.266,0.012,2023-12-02
AUD,1.501,0.666,2023-12-02
CAD,1.349,0.741,2023-12-02
SGD,1.334,0.75,2023-12-02
CHF,0.87,1.15,2023-12-02
CNY,7.136,0.14,2023-12-02
NZD,1.611,0.621,2023-12-02
HKD,7.815,0.128,2023-12-02
MXN,17.191,0.058,2023-12-02
PHP,55.463,0.018,2023-12-02
PLN,3.972,0.252,2023-12-02
PEN,3.738,0.268,2023-12-02
EUR,0.919,1.088,2023-12-03
GBP,0.787,1.27,2023-12-03
INR,83.264,0.012,2023-12-03
AUD,1.501,0.666,2023-12-03
CAD,1.347,0.743,2023-12-03
SGD,1.334,0.75,2023-12-03
CHF,0.869,1.15,2023-12-03
CNY,7.137,0.14,2023-12-03
NZD,1.611,0.621,2023-12-03
HKD,7.815,0.128,2023-12-03
MXN,17.213,0.058,2023-12-03
PHP,55.465,0.018,2023-12-03
PLN,3.984,0.251,2023-12-03
PEN,3.738,0.268,2023-12-03
EUR,0.924,1.082,2023-12-04
GBP,0.792,1.263,2023-12-04
INR,83.413,0.012,2023-12-04
AUD,1.511,0.662,2023-12-04
CAD,1.354,0.739,2023-12-04
SGD,1.338,0.747,2023-12-04
CHF,0.873,1.145,2023-12-04
CNY,7.107,0.141,2023-12-04
NZD,1.621,0.617,2023-12-04
HKD,7.816,0.128,2023-12-04
MXN,17.419,0.057,2023-12-04
PHP,55.427,0.018,2023-12-04
PLN,4.001,0.25,2023-12-04
PEN,3.745,0.267,2023-12-04
EUR,0.927,1.079,2023-12-05
GBP,0.794,1.259,2023-12-05
INR,83.359,0.012,2023-12-05
AUD,1.527,0.655,2023-12-05
CAD,1.358,0.736,2023-12-05
SGD,1.342,0.745,2023-12-05
CHF,0.876,1.141,2023-12-05
CNY,7.137,0.14,2023-12-05
NZD,1.631,0.613,2023-12-05
HKD,7.82,0.128,2023-12-05
MXN,17.485,0.057,2023-12-05
PHP,55.425,0.018,2023-12-05
PLN,4.009,0.249,2023-12-05
PEN,3.757,0.266,2023-12-05
EUR,0.927,1.079,2023-12-06
GBP,0.794,1.259,2023-12-06
INR,83.338,0.012,2023-12-06
AUD,1.523,0.657,2023-12-06
CAD,1.358,0.736,2023-12-06
SGD,1.341,0.746,2023-12-06
CHF,0.874,1.144,2023-12-06
CNY,7.13,0.14,2023-12-06
NZD,1.625,0.615,2023-12-06
HKD,7.812,0.128,2023-12-06
MXN,17.268,0.058,2023-12-06
PHP,55.347,0.018,2023-12-06
PLN,4.011,0.249,2023-12-06
PEN,3.757,0.266,2023-12-06
EUR,0.926,1.079,2023-12-07
GBP,0.795,1.258,2023-12-07
INR,83.342,0.012,2023-12-07
AUD,1.515,0.66,2023-12-07
CAD,1.36,0.735,2023-12-07
SGD,1.338,0.747,2023-12-07
CHF,0.876,1.142,2023-12-07
CNY,7.138,0.14,2023-12-07
NZD,1.621,0.617,2023-12-07
HKD,7.813,0.128,2023-12-07
MXN,17.441,0.057,2023-12-07
PHP,55.345,0.018,2023-12-07
PLN,4.014,0.249,2023-12-07
PEN,3.748,0.267,2023-12-07
EUR,0.931,1.075,2023-12-08
GBP,0.798,1.254,2023-12-08
INR,83.453,0.012,2023-12-08
AUD,1.523,0.657,2023-12-08
CAD,1.36,0.735,2023-12-08
SGD,1.342,0.745,2023-12-08
CHF,0.881,1.135,2023-12-08
CNY,7.165,0.14,2023-12-08
NZD,1.635,0.612,2023-12-08
HKD,7.81,0.128,2023-12-08
MXN,17.386,0.058,2023-12-08
PHP,55.52,0.018,2023-12-08
PLN,4.032,0.248,2023-12-08
PEN,3.741,0.267,2023-12-08
EUR,0.929,1.077,2023-12-09
GBP,0.797,1.255,2023-12-09
INR,83.386,0.012,2023-12-09
AUD,1.52,0.658,2023-12-09
CAD,1.359,0.736,2023-12-09
SGD,1.342,0.745,2023-12-09
CHF,0.88,1.136,2023-12-09
CNY,7.163,0.14,2023-12-09
NZD,1.633,0.612,2023-12-09
HKD,7.809,0.128,2023-12-09
MXN,17.36,0.058,2023-12-09
PHP,55.457,0.018,2023-12-09
PLN,4.025,0.248,2023-12-09
PEN,3.756,0.266,2023-12-09
EUR,0.929,1.077,2023-12-10
GBP,0.797,1.255,2023-12-10
INR,83.428,0.012,2023-12-10
AUD,1.518,0.659,2023-12-10
CAD,1.359,0.736,2023-12-10
SGD,1.342,0.745,2023-12-10
CHF,0.88,1.136,2023-12-10
CNY,7.154,0.14,2023-12-10
NZD,1.634,0.612,2023-12-10
HKD,7.808,0.128,2023-12-10
MXN,17.362,0.058,2023-12-10
PHP,55.457,0.018,2023-12-10
PLN,4.025,0.248,2023-12-10
PEN,3.756,0.266,2023-12-10
EUR,0.931,1.075,2023-12-11
GBP,0.797,1.255,2023-12-11
INR,83.387,0.012,2023-12-11
AUD,1.524,0.656,2023-12-11
CAD,1.357,0.737,2023-12-11
SGD,1.345,0.743,2023-12-11
CHF,0.88,1.137,2023-12-11
CNY,7.164,0.14,2023-12-11
NZD,1.634,0.612,2023-12-11
HKD,7.806,0.128,2023-12-11
MXN,17.433,0.057,2023-12-11
PHP,55.543,0.018,2023-12-11
PLN,4.033,0.248,2023-12-11
PEN,3.764,0.266,2023-12-11
EUR,0.927,1.079,2023-12-12
GBP,0.797,1.255,2023-12-12
INR,83.402,0.012,2023-12-12
AUD,1.525,0.656,2023-12-12
CAD,1.361,0.735,2023-12-12
SGD,1.343,0.745,2023-12-12
CHF,0.876,1.142,2023-12-12
CNY,7.162,0.14,2023-12-12
NZD,1.632,0.613,2023-12-12
HKD,7.81,0.128,2023-12-12
MXN,17.311,0.058,2023-12-12
PHP,55.544,0.018,2023-12-12
PLN,4.017,0.249,2023-12-12
PEN,3.776,0.265,2023-12-12
EUR,0.927,1.079,2023-12-13
GBP,0.799,1.252,2023-12-13
INR,83.352,0.012,2023-12-13
AUD,1.52,0.658,2023-12-13
CAD,1.357,0.737,2023-12-13
SGD,1.342,0.745,2023-12-13
CHF,0.876,1.141,2023-12-13
CNY,7.167,0.14,2023-12-13
NZD,1.633,0.612,2023-12-13
HKD,7.814,0.128,2023-12-13
MXN,17.42,0.057,2023-12-13
PHP,55.972,0.018,2023-12-13
PLN,4.005,0.25,2023-12-13
PEN,3.786,0.264,2023-12-13
EUR,0.91,1.099,2023-12-14
GBP,0.783,1.277,2023-12-14
INR,83.289,0.012,2023-12-14
AUD,1.49,0.671,2023-12-14
CAD,1.341,0.746,2023-12-14
SGD,1.326,0.754,2023-12-14
CHF,0.864,1.158,2023-12-14
CNY,7.084,0.141,2023-12-14
NZD,1.608,0.622,2023-12-14
HKD,7.809,0.128,2023-12-14
MXN,17.293,0.058,2023-12-14
PHP,55.708,0.018,2023-12-14
PLN,3.925,0.255,2023-12-14
PEN,3.773,0.265,2023-12-14
EUR,0.917,1.091,2023-12-15
GBP,0.787,1.271,2023-12-15
INR,83.021,0.012,2023-12-15
AUD,1.489,0.671,2023-12-15
CAD,1.337,0.748,2023-12-15
SGD,1.331,0.751,2023-12-15
CHF,0.869,1.151,2023-12-15
CNY,7.117,0.141,2023-12-15
NZD,1.608,0.622,2023-12-15
HKD,7.803,0.128,2023-12-15
MXN,17.189,0.058,2023-12-15
PHP,55.793,0.018,2023-12-15
PLN,3.958,0.253,2023-12-15
PEN,3.764,0.266,2023-12-15
EUR,0.916,1.091,2023-12-16
GBP,0.788,1.268,2023-12-16
INR,83.021,0.012,2023-12-16
AUD,1.493,0.67,2023-12-16
CAD,1.338,0.747,2023-12-16
SGD,1.333,0.75,2023-12-16
CHF,0.869,1.151,2023-12-16
CNY,7.085,0.141,2023-12-16
NZD,1.611,0.621,2023-12-16
HKD,7.807,0.128,2023-12-16
MXN,17.197,0.058,2023-12-16
PHP,55.823,0.018,2023-12-16
PLN,3.957,0.253,2023-12-16
PEN,3.775,0.265,2023-12-16
EUR,0.916,1.092,2023-12-17
GBP,0.789,1.268,2023-12-17
INR,83.002,0.012,2023-12-17
AUD,1.493,0.67,2023-12-17
CAD,1.338,0.747,2023-12-17
SGD,1.332,0.751,2023-12-17
CHF,0.869,1.15,2023-12-17
CNY,7.113,0.141,2023-12-17
NZD,1.611,0.621,2023-12-17
HKD,7.803,0.128,2023-12-17
MXN,17.191,0.058,2023-12-17
PHP,55.742,0.018,2023-12-17
PLN,3.956,0.253,2023-12-17
PEN,3.764,0.266,2023-12-17
EUR,0.916,1.092,2023-12-18
GBP,0.792,1.263,2023-12-18
INR,83.145,0.012,2023-12-18
AUD,1.493,0.67,2023-12-18
CAD,1.339,0.747,2023-12-18
SGD,1.333,0.75,2023-12-18
CHF,0.868,1.152,2023-12-18
CNY,7.123,0.14,2023-12-18
NZD,1.612,0.621,2023-12-18
HKD,7.797,0.128,2023-12-18
MXN,17.212,0.058,2023-12-18
PHP,55.835,0.018,2023-12-18
PLN,3.967,0.252,2023-12-18
PEN,3.749,0.267,2023-12-18
EUR,0.911,1.098,2023-12-19
GBP,0.784,1.275,2023-12-19
INR,83.071,0.012,2023-12-19
AUD,1.478,0.677,2023-12-19
CAD,1.334,0.75,2023-12-19
SGD,1.328,0.753,2023-12-19
CHF,0.861,1.162,2023-12-19
CNY,7.087,0.141,2023-12-19
NZD,1.595,0.627,2023-12-19
HKD,7.799,0.128,2023-12-19
MXN,17.076,0.059,2023-12-19
PHP,55.891,0.018,2023-12-19
PLN,3.947,0.253,2023-12-19
PEN,3.728,0.268,2023-12-19
EUR,0.913,1.096,2023-12-20
GBP,0.79,1.266,2023-12-20
INR,83.174,0.012,2023-12-20
AUD,1.479,0.676,2023-12-20
CAD,1.332,0.751,2023-12-20
SGD,1.33,0.752,2023-12-20
CHF,0.862,1.161,2023-12-20
CNY,7.132,0.14,2023-12-20
NZD,1.592,0.628,2023-12-20
HKD,7.806,0.128,2023-12-20
MXN,17.084,0.059,2023-12-20
PHP,55.687,0.018,2023-12-20
PLN,3.968,0.252,2023-12-20
PEN,3.709,0.27,2023-12-20
EUR,0.91,1.099,2023-12-21
GBP,0.789,1.267,2023-12-21
INR,83.221,0.012,2023-12-21
AUD,1.473,0.679,2023-12-21
CAD,1.329,0.752,2023-12-21
SGD,1.327,0.753,2023-12-21
CHF,0.858,1.166,2023-12-21
CNY,7.136,0.14,2023-12-21
NZD,1.591,0.628,2023-12-21
HKD,7.81,0.128,2023-12-21
MXN,17.056,0.059,2023-12-21
PHP,55.468,0.018,2023-12-21
PLN,3.943,0.254,2023-12-21
PEN,3.708,0.27,2023-12-21
EUR,0.908,1.101,2023-12-22
GBP,0.786,1.272,2023-12-22
INR,83.164,0.012,2023-12-22
AUD,1.47,0.68,2023-12-22
CAD,1.326,0.754,2023-12-22
SGD,1.324,0.755,2023-12-22
CHF,0.856,1.168,2023-12-22
CNY,7.132,0.14,2023-12-22
NZD,1.589,0.629,2023-12-22
HKD,7.814,0.128,2023-12-22
MXN,16.989,0.059,2023-12-22
PHP,55.448,0.018,2023-12-22
PLN,3.947,0.253,2023-12-22
PEN,3.691,0.271,2023-12-22
EUR,0.908,1.102,2023-12-23
GBP,0.787,1.27,2023-12-23
INR,83.211,0.012,2023-12-23
AUD,1.471,0.68,2023-12-23
CAD,1.327,0.754,2023-12-23
SGD,1.324,0.755,2023-12-23
CHF,0.856,1.169,2023-12-23
CNY,7.13,0.14,2023-12-23
NZD,1.589,0.629,2023-12-23
HKD,7.814,0.128,2023-12-23
MXN,16.978,0.059,2023-12-23
PHP,55.401,0.018,2023-12-23
PLN,3.934,0.254,2023-12-23
PEN,3.713,0.269,2023-12-23
EUR,0.909,1.1,2023-12-24
GBP,0.788,1.269,2023-12-24
INR,83.141,0.012,2023-12-24
AUD,1.471,0.68,2023-12-24
CAD,1.327,0.753,2023-12-24
SGD,1.324,0.755,2023-12-24
CHF,0.856,1.168,2023-12-24
CNY,7.13,0.14,2023-12-24
NZD,1.589,0.629,2023-12-24
HKD,7.813,0.128,2023-12-24
MXN,16.98,0.059,2023-12-24
PHP,55.401,0.018,2023-12-24
PLN,3.933,0.254,2023-12-24
PEN,3.688,0.271,2023-12-24
EUR,0.906,1.103,2023-12-25
GBP,0.788,1.27,2023-12-25
INR,83.141,0.012,2023-12-25
AUD,1.47,0.68,2023-12-25
CAD,1.325,0.754,2023-12-25
SGD,1.324,0.755,2023-12-25
CHF,0.856,1.168,2023-12-25
CNY,7.122,0.14,2023-12-25
NZD,1.588,0.63,2023-12-25
HKD,7.811,0.128,2023-12-25
MXN,17.01,0.059,2023-12-25
PHP,55.335,0.018,2023-12-25
PLN,3.945,0.253,2023-12-25
PEN,3.691,0.271,2023-12-25
EUR,0.906,1.104,2023-12-26
GBP,0.787,1.271,2023-12-26
INR,83.131,0.012,2023-12-26
AUD,1.467,0.681,2023-12-26
CAD,1.321,0.757,2023-12-26
SGD,1.324,0.755,2023-12-26
CHF,0.855,1.169,2023-12-26
CNY,7.13,0.14,2023-12-26
NZD,1.582,0.632,2023-12-26
HKD,7.81,0.128,2023-12-26
MXN,16.972,0.059,2023-12-26
PHP,55.456,0.018,2023-12-26
PLN,3.926,0.255,2023-12-26
PEN,3.687,0.271,2023-12-26
EUR,0.9,1.111,2023-12-27
GBP,0.782,1.28,2023-12-27
INR,83.273,0.012,2023-12-27
AUD,1.461,0.684,2023-12-27
CAD,1.32,0.757,2023-12-27
SGD,1.32,0.758,2023-12-27
CHF,0.842,1.188,2023-12-27
CNY,7.137,0.14,2023-12-27
NZD,1.577,0.634,2023-12-27
HKD,7.81,0.128,2023-12-27
MXN,16.918,0.059,2023-12-27
PHP,55.623,0.018,2023-12-27
PLN,3.894,0.257,2023-12-27
PEN,3.691,0.271,2023-12-27
EUR,0.903,1.107,2023-12-28
GBP,0.785,1.274,2023-12-28
INR,83.172,0.012,2023-12-28
AUD,1.461,0.684,2023-12-28
CAD,1.32,0.757,2023-12-28
SGD,1.319,0.758,2023-12-28
CHF,0.84,1.191,2023-12-28
CNY,7.106,0.141,2023-12-28
NZD,1.576,0.634,2023-12-28
HKD,7.815,0.128,2023-12-28
MXN,16.907,0.059,2023-12-28
PHP,55.423,0.018,2023-12-28
PLN,3.914,0.255,2023-12-28
PEN,3.697,0.27,2023-12-28
EUR,0.904,1.106,2023-12-29
GBP,0.785,1.274,2023-12-29
INR,83.217,0.012,2023-12-29
AUD,1.465,0.683,2023-12-29
CAD,1.32,0.757,2023-12-29
SGD,1.32,0.758,2023-12-29
CHF,0.841,1.189,2023-12-29
CNY,7.085,0.141,2023-12-29
NZD,1.578,0.634,2023-12-29
HKD,7.811,0.128,2023-12-29
MXN,16.905,0.059,2023-12-29
PHP,55.397,0.018,2023-12-29
PLN,3.927,0.255,2023-12-29
PEN,3.706,0.27,2023-12-29
EUR,0.905,1.105,2023-12-30
GBP,0.785,1.274,2023-12-30
INR,83.194,0.012,2023-12-30
AUD,1.468,0.681,2023-12-30
CAD,1.325,0.755,2023-12-30
SGD,1.32,0.758,2023-12-30
CHF,0.841,1.189,2023-12-30
CNY,7.087,0.141,2023-12-30
NZD,1.581,0.632,2023-12-30
HKD,7.81,0.128,2023-12-30
MXN,16.955,0.059,2023-12-30
PHP,55.4,0.018,2023-12-30
PLN,3.935,0.254,2023-12-30
PEN,3.713,0.269,2023-12-30
EUR,0.906,1.104,2023-12-31
GBP,0.785,1.273,2023-12-31
INR,83.191,0.012,2023-12-31
AUD,1.47,0.68,2023-12-31
CAD,1.324,0.755,2023-12-31
SGD,1.32,0.758,2023-12-31
CHF,0.841,1.189,2023-12-31
CNY,7.097,0.141,2023-12-31
NZD,1.581,0.633,2023-12-31
HKD,7.809,0.128,2023-12-31
MXN,16.926,0.059,2023-12-31
PHP,55.4,0.018,2023-12-31
PLN,3.937,0.254,2023-12-31
PEN,3.713,0.269,2023-12-31
EUR,0.905,1.105,2024-01-01
GBP,0.787,1.271,2024-01-01
INR,83.283,0.012,2024-01-01
AUD,1.468,0.681,2024-01-01
CAD,1.319,0.758,2024-01-01
SGD,1.321,0.757,2024-01-01
CHF,0.841,1.189,2024-01-01
CNY,7.086,0.141,2024-01-01
NZD,1.583,0.632,2024-01-01
HKD,7.818,0.128,2024-01-01
MXN,16.969,0.059,2024-01-01
PHP,55.399,0.018,2024-01-01
PLN,3.921,0.255,2024-01-01
PEN,3.7,0.27,2024-01-01
EUR,0.913,1.096,2024-01-02
GBP,0.792,1.263,2024-01-02
INR,83.266,0.012,2024-01-02
AUD,1.477,0.677,2024-01-02
CAD,1.331,0.751,2024-01-02
SGD,1.326,0.754,2024-01-02
CHF,0.848,1.179,2024-01-02
CNY,7.114,0.141,2024-01-02
NZD,1.597,0.626,2024-01-02
HKD,7.815,0.128,2024-01-02
MXN,17.018,0.059,2024-01-02
PHP,55.608,0.018,2024-01-02
PLN,3.979,0.251,2024-01-02
PEN,3.719,0.269,2024-01-02
EUR,0.917,1.091,2024-01-03
GBP,0.791,1.264,2024-01-03
INR,83.304,0.012,2024-01-03
AUD,1.488,0.672,2024-01-03
CAD,1.336,0.749,2024-01-03
SGD,1.33,0.752,2024-01-03
CHF,0.852,1.173,2024-01-03
CNY,7.126,0.14,2024-01-03
NZD,1.604,0.623,2024-01-03
HKD,7.808,0.128,2024-01-03
MXN,17.064,0.059,2024-01-03
PHP,55.66,0.018,2024-01-03
PLN,3.99,0.251,2024-01-03
PEN,3.734,0.268,2024-01-03
EUR,0.913,1.096,2024-01-04
GBP,0.788,1.269,2024-01-04
INR,83.235,0.012,2024-01-04
AUD,1.49,0.671,2024-01-04
CAD,1.336,0.749,2024-01-04
SGD,1.329,0.752,2024-01-04
CHF,0.85,1.176,2024-01-04
CNY,7.133,0.14,2024-01-04
NZD,1.605,0.623,2024-01-04
HKD,7.808,0.128,2024-01-04
MXN,17.049,0.059,2024-01-04
PHP,55.61,0.018,2024-01-04
PLN,3.966,0.252,2024-01-04
PEN,3.742,0.267,2024-01-04
EUR,0.913,1.095,2024-01-05
GBP,0.785,1.274,2024-01-05
INR,83.122,0.012,2024-01-05
AUD,1.488,0.672,2024-01-05
CAD,1.333,0.75,2024-01-05
SGD,1.329,0.752,2024-01-05
CHF,0.849,1.178,2024-01-05
CNY,7.124,0.14,2024-01-05
NZD,1.6,0.625,2024-01-05
HKD,7.809,0.128,2024-01-05
MXN,16.916,0.059,2024-01-05
PHP,55.55,0.018,2024-01-05
PLN,3.971,0.252,2024-01-05
PEN,3.716,0.269,2024-01-05
EUR,0.913,1.095,2024-01-06
GBP,0.786,1.272,2024-01-06
INR,83.166,0.012,2024-01-06
AUD,1.491,0.671,2024-01-06
CAD,1.336,0.748,2024-01-06
SGD,1.33,0.752,2024-01-06
CHF,0.85,1.177,2024-01-06
CNY,7.104,0.141,2024-01-06
NZD,1.602,0.624,2024-01-06
HKD,7.811,0.128,2024-01-06
MXN,16.886,0.059,2024-01-06
PHP,55.597,0.018,2024-01-06
PLN,3.976,0.251,2024-01-06
PEN,3.718,0.269,2024-01-06
EUR,0.914,1.094,2024-01-07
GBP,0.786,1.272,2024-01-07
INR,83.112,0.012,2024-01-07
AUD,1.49,0.671,2024-01-07
CAD,1.336,0.748,2024-01-07
SGD,1.33,0.752,2024-01-07
CHF,0.85,1.177,2024-01-07
CNY,7.132,0.14,2024-01-07
NZD,1.602,0.624,2024-01-07
HKD,7.811,0.128,2024-01-07
MXN,16.881,0.059,2024-01-07
PHP,55.613,0.018,2024-01-07
PLN,3.974,0.252,2024-01-07
PEN,3.718,0.269,2024-01-07
EUR,0.911,1.098,2024-01-08
GBP,0.784,1.276,2024-01-08
INR,83.035,0.012,2024-01-08
AUD,1.489,0.672,2024-01-08
CAD,1.336,0.748,2024-01-08
SGD,1.328,0.753,2024-01-08
CHF,0.847,1.181,2024-01-08
CNY,7.12,0.14,2024-01-08
NZD,1.6,0.625,2024-01-08
HKD,7.807,0.128,2024-01-08
MXN,16.809,0.059,2024-01-08
PHP,55.706,0.018,2024-01-08
PLN,3.947,0.253,2024-01-08
PEN,3.714,0.269,2024-01-08
EUR,0.915,1.093,2024-01-09
GBP,0.786,1.272,2024-01-09
INR,83.098,0.012,2024-01-09
AUD,1.495,0.669,2024-01-09
CAD,1.339,0.747,2024-01-09
SGD,1.33,0.752,2024-01-09
CHF,0.852,1.174,2024-01-09
CNY,7.128,0.14,2024-01-09
NZD,1.602,0.624,2024-01-09
HKD,7.816,0.128,2024-01-09
MXN,16.941,0.059,2024-01-09
PHP,56.075,0.018,2024-01-09
PLN,3.969,0.252,2024-01-09
PEN,3.707,0.27,2024-01-09
EUR,0.912,1.096,2024-01-10
GBP,0.786,1.273,2024-01-10
INR,83.014,0.012,2024-01-10
AUD,1.495,0.669,2024-01-10
CAD,1.338,0.747,2024-01-10
SGD,1.332,0.751,2024-01-10
CHF,0.852,1.174,2024-01-10
CNY,7.157,0.14,2024-01-10
NZD,1.607,0.622,2024-01-10
HKD,7.82,0.128,2024-01-10
MXN,16.992,0.059,2024-01-10
PHP,56.199,0.018,2024-01-10
PLN,3.965,0.252,2024-01-10
PEN,3.701,0.27,2024-01-10
EUR,0.914,1.094,2024-01-11
GBP,0.787,1.271,2024-01-11
INR,83.096,0.012,2024-01-11
AUD,1.503,0.665,2024-01-11
CAD,1.344,0.744,2024-01-11
SGD,1.334,0.75,2024-01-11
CHF,0.856,1.169,2024-01-11
CNY,7.131,0.14,2024-01-11
NZD,1.611,0.621,2024-01-11
HKD,7.819,0.128,2024-01-11
MXN,16.988,0.059,2024-01-11
PHP,56.088,0.018,2024-01-11
PLN,3.984,0.251,2024-01-11
PEN,3.699,0.27,2024-01-11
EUR,0.912,1.096,2024-01-12
GBP,0.785,1.275,2024-01-12
INR,82.823,0.012,2024-01-12
AUD,1.494,0.669,2024-01-12
CAD,1.34,0.746,2024-01-12
SGD,1.331,0.751,2024-01-12
CHF,0.852,1.173,2024-01-12
CNY,7.136,0.14,2024-01-12
NZD,1.6,0.625,2024-01-12
HKD,7.82,0.128,2024-01-12
MXN,16.859,0.059,2024-01-12
PHP,55.872,0.018,2024-01-12
PLN,3.975,0.252,2024-01-12
PEN,3.697,0.27,2024-01-12
EUR,0.913,1.096,2024-01-13
GBP,0.784,1.275,2024-01-13
INR,82.869,0.012,2024-01-13
AUD,1.496,0.668,2024-01-13
CAD,1.341,0.746,2024-01-13
SGD,1.332,0.751,2024-01-13
CHF,0.853,1.173,2024-01-13
CNY,7.145,0.14,2024-01-13
NZD,1.602,0.624,2024-01-13
HKD,7.82,0.128,2024-01-13
MXN,16.87,0.059,2024-01-13
PHP,55.904,0.018,2024-01-13
PLN,3.979,0.251,2024-01-13
PEN,3.696,0.271,2024-01-13
EUR,0.914,1.094,2024-01-14
GBP,0.784,1.275,2024-01-14
INR,82.871,0.012,2024-01-14
AUD,1.496,0.668,2024-01-14
CAD,1.341,0.746,2024-01-14
SGD,1.332,0.751,2024-01-14
CHF,0.853,1.173,2024-01-14
CNY,7.157,0.14,2024-01-14
NZD,1.602,0.624,2024-01-14
HKD,7.821,0.128,2024-01-14
MXN,16.866,0.059,2024-01-14
PHP,55.909,0.018,2024-01-14
PLN,3.978,0.251,2024-01-14
PEN,3.696,0.271,2024-01-14
EUR,0.913,1.095,2024-01-15
GBP,0.786,1.273,2024-01-15
INR,82.82,0.012,2024-01-15
AUD,1.501,0.666,2024-01-15
CAD,1.344,0.744,2024-01-15
SGD,1.334,0.75,2024-01-15
CHF,0.855,1.17,2024-01-15
CNY,7.121,0.14,2024-01-15
NZD,1.613,0.62,2024-01-15
HKD,7.822,0.128,2024-01-15
MXN,16.898,0.059,2024-01-15
PHP,55.77,0.018,2024-01-15
PLN,3.992,0.25,2024-01-15
PEN,3.698,0.27,2024-01-15
EUR,0.919,1.088,2024-01-16
GBP,0.79,1.265,2024-01-16
INR,83.089,0.012,2024-01-16
AUD,1.516,0.66,2024-01-16
CAD,1.347,0.742,2024-01-16
SGD,1.342,0.745,2024-01-16
CHF,0.861,1.162,2024-01-16
CNY,7.139,0.14,2024-01-16
NZD,1.627,0.615,2024-01-16
HKD,7.826,0.128,2024-01-16
MXN,17.154,0.058,2024-01-16
PHP,55.931,0.018,2024-01-16
PLN,4.034,0.248,2024-01-16
PEN,3.715,0.269,2024-01-16
EUR,0.921,1.086,2024-01-17
GBP,0.79,1.267,2024-01-17
INR,83.171,0.012,2024-01-17
AUD,1.53,0.654,2024-01-17
CAD,1.352,0.739,2024-01-17
SGD,1.346,0.743,2024-01-17
CHF,0.867,1.154,2024-01-17
CNY,7.146,0.14,2024-01-17
NZD,1.639,0.61,2024-01-17
HKD,7.822,0.128,2024-01-17
MXN,17.271,0.058,2024-01-17
PHP,55.976,0.018,2024-01-17
PLN,4.053,0.247,2024-01-17
PEN,3.74,0.267,2024-01-17
EUR,0.921,1.086,2024-01-18
GBP,0.788,1.268,2024-01-18
INR,83.163,0.012,2024-01-18
AUD,1.524,0.656,2024-01-18
CAD,1.35,0.741,2024-01-18
SGD,1.344,0.744,2024-01-18
CHF,0.869,1.151,2024-01-18
CNY,7.144,0.14,2024-01-18
NZD,1.638,0.61,2024-01-18
HKD,7.821,0.128,2024-01-18
MXN,17.206,0.058,2024-01-18
PHP,55.859,0.018,2024-01-18
PLN,4.045,0.247,2024-01-18
PEN,3.738,0.268,2024-01-18
EUR,0.919,1.089,2024-01-19
GBP,0.789,1.268,2024-01-19
INR,83.114,0.012,2024-01-19
AUD,1.52,0.658,2024-01-19
CAD,1.347,0.742,2024-01-19
SGD,1.342,0.745,2024-01-19
CHF,0.869,1.15,2024-01-19
CNY,7.137,0.14,2024-01-19
NZD,1.639,0.61,2024-01-19
HKD,7.819,0.128,2024-01-19
MXN,17.12,0.058,2024-01-19
PHP,55.986,0.018,2024-01-19
PLN,4.007,0.25,2024-01-19
PEN,3.739,0.267,2024-01-19
EUR,0.917,1.091,2024-01-20
GBP,0.787,1.27,2024-01-20
INR,83.111,0.012,2024-01-20
AUD,1.517,0.659,2024-01-20
CAD,1.345,0.744,2024-01-20
SGD,1.341,0.746,2024-01-20
CHF,0.868,1.152,2024-01-20
CNY,7.137,0.14,2024-01-20
NZD,1.635,0.612,2024-01-20
HKD,7.817,0.128,2024-01-20
MXN,17.098,0.058,2024-01-20
PHP,55.977,0.018,2024-01-20
PLN,3.996,0.25,2024-01-20
PEN,3.741,0.267,2024-01-20
EUR,0.919,1.088,2024-01-21
GBP,0.787,1.27,2024-01-21
INR,83.127,0.012,2024-01-21
AUD,1.516,0.659,2024-01-21
CAD,1.344,0.744,2024-01-21
SGD,1.341,0.746,2024-01-21
CHF,0.868,1.152,2024-01-21
CNY,7.117,0.141,2024-01-21
NZD,1.636,0.611,2024-01-21
HKD,7.818,0.128,2024-01-21
MXN,17.126,0.058,2024-01-21
PHP,55.99,0.018,2024-01-21
PLN,3.997,0.25,2024-01-21
PEN,3.742,0.267,2024-01-21
EUR,0.918,1.089,2024-01-22
GBP,0.786,1.273,2024-01-22
INR,83.104,0.012,2024-01-22
AUD,1.519,0.658,2024-01-22
CAD,1.345,0.743,2024-01-22
SGD,1.341,0.746,2024-01-22
CHF,0.869,1.151,2024-01-22
CNY,7.176,0.139,2024-01-22
NZD,1.639,0.61,2024-01-22
